YEAR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,condition,updated
2002,1188,1233,1229,1227,1339,1057,1256,1159,1194,1198,1183,1060,14323,053,"1 June, 2020"
2003,1015,1089,1196,1001,1000,945,1093,1045,1072,1045,1146,1043,12690,053,"1 June, 2020"
2004,941,1033,1133,882,1050,1005,956,970,989,993,1125,944,12021,053,"1 June, 2020"
2005,731,923,980,1000,1030,910,944,1013,1040,905,1060,884,11420,053,"1 June, 2020"
2006,899,995,1112,771,982,861,944,995,992,1051,1080,798,11480,053,"1 June, 2020"
2007,908,961,1098,845,1083,869,932,972,903,950,989,757,11267,053,"1 June, 2020"
2008,774,916,890,920,868,809,947,817,889,1018,881,848,10577,053,"1 June, 2020"
2009,730,982,981,861,893,928,877,845,850,853,858,751,10409,053,"1 June, 2020"
2010,754,833,945,771,899,934,901,924,961,848,949,746,10465,053,"1 June, 2020"
2011,662,792,865,724,790,828,773,852,837,749,782,700,9354,053,"1 June, 2020"
2012,623,809,865,729,802,668,757,855,773,803,805,695,9184,053,"1 June, 2020"
2013,749,790,772,771,870,754,875,957,842,882,852,712,9826,053,"1 June, 2020"
2014,710,799,828,727,891,795,846,823,805,860,778,738,9600,053,"1 June, 2020"
2015,702,782,908,730,815,729,813,752,783,891,840,813,9558,053,"1 June, 2020"
2016,813,1011,1194,1080,1166,979,886,971,925,935,1018,953,11931,053,"1 June, 2020"
2017,800,876,958,730,852,853,832,845,754,859,867,704,9930,053,"1 June, 2020"
2018,689,783,798,824,811,663,781,841,706,776,763,643,9078,053,"1 June, 2020"
2019,674,708,801,684,734,713,710,763,664,690,629,645,8415,053,"1 June, 2020"
2020,618,685,704,490,612,0,0,0,0,0,0,0,3109,053,"1 June, 2020"
1999,0,2,1,0,3,1,5,1,1,6,1,1,22,050,"1 June, 2020"
2000,0,1,6,3,1,3,1,6,1,0,2,2,26,050,"1 June, 2020"
2001,1,1,4,4,3,0,3,1,3,1,1,1,23,050,"1 June, 2020"
2002,1,1,3,4,4,2,1,1,3,0,1,1,22,050,"1 June, 2020"
2003,1,2,3,0,2,3,3,4,2,1,4,1,26,050,"1 June, 2020"
2004,1,1,2,1,2,5,3,5,3,2,3,1,29,050,"1 June, 2020"
2005,1,4,3,1,3,1,6,8,5,0,3,3,38,050,"1 June, 2020"
2006,3,4,4,4,3,1,3,9,0,1,6,2,40,050,"1 June, 2020"
2007,7,6,3,4,7,2,10,5,2,5,2,4,57,050,"1 June, 2020"
2008,4,7,9,9,8,9,4,4,3,4,3,5,69,050,"1 June, 2020"
2009,11,5,4,5,6,12,1,4,2,4,6,5,65,050,"1 June, 2020"
2010,2,4,0,3,1,1,6,11,5,12,2,5,52,050,"1 June, 2020"
2011,4,4,6,3,5,8,3,10,3,4,3,0,53,050,"1 June, 2020"
2012,1,8,4,3,5,2,1,3,6,3,11,0,47,050,"1 June, 2020"
2013,3,9,5,5,7,7,7,2,3,6,14,5,73,050,"1 June, 2020"
2014,7,5,3,6,5,6,6,2,8,3,4,11,66,050,"1 June, 2020"
2015,4,6,3,2,8,5,2,9,4,1,4,1,49,050,"1 June, 2020"
2016,6,8,6,4,2,11,6,4,7,3,7,7,71,050,"1 June, 2020"
2017,2,5,6,4,3,3,5,11,11,8,2,5,65,050,"1 June, 2020"
2018,3,4,6,7,7,7,4,10,5,7,13,6,79,050,"1 June, 2020"
2019,5,8,4,6,10,6,5,3,4,8,4,6,69,050,"1 June, 2020"
2020,7,3,0,2,4,0,0,0,0,0,0,0,16,050,"1 June, 2020"
1999,0,0,0,1,4,3,0,0,2,0,0,0,10,051,"1 June, 2020"
2000,0,3,4,1,1,0,0,0,0,2,0,1,12,051,"1 June, 2020"
2001,4,0,2,3,0,1,1,2,0,1,0,0,14,051,"1 June, 2020"
2002,0,0,1,2,2,1,1,3,0,0,0,1,11,051,"1 June, 2020"
2003,0,1,2,0,0,1,1,3,3,1,0,0,12,051,"1 June, 2020"
2004,3,3,5,1,3,2,2,2,1,0,1,5,28,051,"1 June, 2020"
2005,5,9,3,4,2,1,2,1,1,0,2,0,30,051,"1 June, 2020"
2006,2,3,3,3,0,1,1,4,1,2,2,2,24,051,"1 June, 2020"
2007,1,1,4,2,3,2,1,1,0,1,0,2,18,051,"1 June, 2020"
2008,5,6,4,3,2,5,3,3,4,3,3,3,44,051,"1 June, 2020"
2009,3,4,7,1,6,3,4,1,3,0,1,0,33,051,"1 June, 2020"
2010,2,9,1,4,4,3,4,1,3,2,2,2,37,051,"1 June, 2020"
2011,6,1,9,1,7,1,4,1,2,3,3,3,41,051,"1 June, 2020"
2012,3,5,4,2,5,1,2,0,2,4,3,1,32,051,"1 June, 2020"
2013,6,3,6,3,0,2,1,0,1,3,5,4,34,051,"1 June, 2020"
2014,4,3,3,12,4,9,2,6,2,6,5,2,58,051,"1 June, 2020"
2015,5,2,4,2,2,2,4,2,0,6,4,8,41,051,"1 June, 2020"
2016,7,6,2,4,1,0,3,2,3,3,5,7,43,051,"1 June, 2020"
2017,6,6,6,2,2,8,3,5,2,5,0,3,48,051,"1 June, 2020"
2018,2,2,7,6,6,4,2,0,4,3,0,3,39,051,"1 June, 2020"
2019,4,2,10,5,5,4,4,2,4,3,4,5,52,051,"1 June, 2020"
2020,7,11,7,1,0,0,0,0,0,0,0,0,26,051,"1 June, 2020"
2001,18,12,16,7,17,35,184,490,325,117,55,19,1295,062,"1 June, 2020"
2002,43,38,46,45,158,532,999,1175,431,131,31,33,3662,062,"1 June, 2020"
2003,32,20,46,53,34,42,195,1547,1275,175,40,28,3487,062,"1 June, 2020"
2004,35,32,37,34,41,70,91,262,719,414,208,118,2061,062,"1 June, 2020"
2005,147,118,88,128,136,509,1032,1346,638,248,106,66,4562,062,"1 June, 2020"
2006,54,54,73,70,107,231,553,1089,663,209,141,76,3320,062,"1 June, 2020"
2007,109,106,131,126,127,323,2513,5154,1238,407,171,133,10538,062,"1 June, 2020"
2008,111,148,171,183,253,276,661,2623,3193,1030,334,189,9172,062,"1 June, 2020"
2009,182,125,164,275,2555,12318,29839,11119,1627,407,255,171,59037,062,"1 June, 2020"
2010,149,142,173,254,215,319,740,2438,4978,2164,949,938,13459,062,"1 June, 2020"
2011,895,850,909,664,885,2590,5653,7683,4162,1730,749,445,27215,062,"1 June, 2020"
2012,307,354,609,574,1160,5576,13930,14266,4696,1402,1019,649,44542,062,"1 June, 2020"
2013,711,742,859,632,779,1083,2908,7695,6430,2966,1994,1505,28304,062,"1 June, 2020"
2014,1419,1147,1255,1057,1318,2202,9918,26812,16298,3821,1304,1135,67686,062,"1 June, 2020"
2015,1249,1339,1967,2217,2530,5021,13281,39199,27079,4734,1179,789,100584,062,"1 June, 2020"
2016,1169,1970,2665,2433,2063,2835,9042,29429,24217,8465,4040,2557,90885,062,"1 June, 2020"
2017,2765,2752,2816,1940,3293,7798,33374,99473,75851,15819,3369,2032,251282,062,"1 June, 2020"
2018,3746,3482,3175,1978,1717,1988,3970,8171,11507,7320,5549,6267,58870,062,"1 June, 2020"
2019,6831,7170,11227,18691,30567,57938,70070,61060,33508,8257,3738,4302,313359,062,"1 June, 2020"
2020,6974,7167,5891,307,197,0,0,0,0,0,0,0,20536,062,"1 June, 2020"
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,059,"1 June, 2020"
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,059,"1 June, 2020"
2003,0,0,0,0,1,0,0,0,0,0,0,0,1,059,"1 June, 2020"
2004,1,0,0,0,0,0,0,0,0,0,0,0,1,059,"1 June, 2020"
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,059,"1 June, 2020"
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,059,"1 June, 2020"
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,059,"1 June, 2020"
2008,0,0,0,0,0,0,0,0,1,0,0,0,1,059,"1 June, 2020"
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,059,"1 June, 2020"
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,059,"1 June, 2020"
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,059,"1 June, 2020"
2012,0,1,0,0,0,0,0,0,0,0,0,0,1,059,"1 June, 2020"
2013,0,0,0,1,0,1,1,0,1,0,0,0,4,059,"1 June, 2020"
2014,0,0,0,0,0,0,0,1,0,0,0,0,1,059,"1 June, 2020"
2015,2,0,0,0,0,0,0,0,0,0,1,0,3,059,"1 June, 2020"
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,059,"1 June, 2020"
2017,0,0,0,0,1,0,0,0,0,0,0,0,1,059,"1 June, 2020"
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,059,"1 June, 2020"
2019,0,0,0,0,0,0,2,0,0,0,1,0,3,059,"1 June, 2020"
2020,1,0,0,0,0,0,0,0,0,0,0,0,1,059,"1 June, 2020"
1991,10,8,16,9,10,13,10,6,7,14,12,8,123,015,"1 June, 2020"
1992,12,16,10,51,15,13,15,12,9,6,11,19,189,015,"1 June, 2020"
1993,9,9,12,17,18,7,9,8,8,7,15,21,140,015,"1 June, 2020"
1994,10,12,21,23,8,13,17,17,17,18,6,13,175,015,"1 June, 2020"
1995,22,18,22,7,17,9,14,10,5,11,9,14,158,015,"1 June, 2020"
1996,19,19,18,16,14,19,19,12,17,18,15,22,208,015,"1 June, 2020"
1997,5,16,16,13,17,12,8,6,9,18,12,24,156,015,"1 June, 2020"
1998,16,21,20,29,29,21,15,13,15,38,26,17,260,015,"1 June, 2020"
1999,22,36,37,20,25,17,15,13,16,13,21,15,250,015,"1 June, 2020"
2000,18,41,26,110,89,32,20,28,19,31,26,31,471,015,"1 June, 2020"
2001,14,20,33,31,27,32,23,18,21,36,26,27,308,015,"1 June, 2020"
2002,17,20,23,34,37,24,26,20,30,40,22,23,316,015,"1 June, 2020"
2003,20,27,38,33,30,26,22,25,14,35,26,37,333,015,"1 June, 2020"
2004,23,30,30,43,21,30,26,16,17,27,26,23,312,015,"1 June, 2020"
2005,24,38,26,28,25,21,20,32,27,32,23,29,325,015,"1 June, 2020"
2006,28,30,42,28,26,20,22,25,33,34,36,23,347,015,"1 June, 2020"
2007,26,23,25,26,24,35,18,14,18,29,30,35,303,015,"1 June, 2020"
2008,23,19,19,20,30,27,18,25,16,23,26,26,272,015,"1 June, 2020"
2009,21,19,25,33,34,29,32,24,17,26,16,21,297,015,"1 June, 2020"
2010,16,24,27,29,36,21,14,33,23,23,31,30,307,015,"1 June, 2020"
2011,23,28,27,45,28,31,25,17,22,34,31,45,356,015,"1 June, 2020"
2012,29,36,30,31,33,27,45,24,29,26,39,33,382,015,"1 June, 2020"
2013,32,27,39,31,30,50,56,60,58,55,40,29,507,015,"1 June, 2020"
2014,31,25,32,40,39,33,35,37,37,44,31,41,425,015,"1 June, 2020"
2015,35,34,22,44,28,28,25,30,32,40,22,24,364,015,"1 June, 2020"
2016,19,24,40,33,36,33,29,27,30,27,28,42,368,015,"1 June, 2020"
2017,26,31,27,45,46,27,18,29,25,40,34,39,387,015,"1 June, 2020"
2018,24,49,37,31,41,27,24,28,39,49,59,41,449,015,"1 June, 2020"
2019,34,32,27,25,36,36,27,39,46,44,48,38,432,015,"1 June, 2020"
2020,39,45,59,49,37,0,0,0,0,0,0,0,229,015,"1 June, 2020"
1991,1,1,0,2,1,0,3,0,1,2,2,2,15,016,"1 June, 2020"
1992,3,3,1,1,1,0,1,1,1,0,3,1,16,016,"1 June, 2020"
1993,1,3,0,2,1,1,0,1,1,1,2,2,15,016,"1 June, 2020"
1994,1,1,0,1,2,1,0,4,0,1,1,0,12,016,"1 June, 2020"
1995,0,1,1,0,0,3,1,1,2,0,1,0,10,016,"1 June, 2020"
1996,1,1,1,1,1,0,1,0,0,1,0,1,8,016,"1 June, 2020"
1997,1,2,1,4,0,0,1,1,3,0,0,2,15,016,"1 June, 2020"
1998,0,1,0,0,0,0,1,0,0,0,0,1,3,016,"1 June, 2020"
1999,0,0,0,0,1,1,1,0,1,1,0,2,7,016,"1 June, 2020"
2000,0,0,0,0,0,2,0,0,0,0,1,1,4,016,"1 June, 2020"
2001,1,0,0,0,0,0,0,1,0,0,1,0,3,016,"1 June, 2020"
2002,2,3,1,0,0,1,0,2,0,0,0,0,9,016,"1 June, 2020"
2003,0,0,2,0,3,1,0,0,1,1,0,0,8,016,"1 June, 2020"
2004,0,1,0,1,0,0,0,3,1,0,0,0,6,016,"1 June, 2020"
2005,1,2,1,1,0,0,0,4,0,0,0,2,11,016,"1 June, 2020"
2006,2,0,0,1,0,0,0,1,2,1,0,0,7,016,"1 June, 2020"
2007,0,0,2,2,3,1,0,0,2,1,0,2,13,016,"1 June, 2020"
2008,1,2,1,2,0,0,1,1,0,1,0,2,11,016,"1 June, 2020"
2009,0,1,2,0,0,0,0,1,0,0,0,2,6,016,"1 June, 2020"
2010,0,1,1,2,0,1,0,1,1,1,1,1,10,016,"1 June, 2020"
2011,0,0,0,0,0,3,0,2,1,0,3,0,9,016,"1 June, 2020"
2012,0,0,0,1,0,2,2,1,0,0,0,2,8,016,"1 June, 2020"
2013,0,2,0,1,2,1,1,2,1,3,1,0,14,016,"1 June, 2020"
2014,3,1,0,1,2,1,0,0,0,0,2,0,10,016,"1 June, 2020"
2015,1,0,0,2,1,0,1,3,1,2,1,1,13,016,"1 June, 2020"
2016,1,2,1,1,1,2,2,1,4,0,5,1,21,016,"1 June, 2020"
2017,0,1,1,0,0,1,1,0,0,2,0,4,10,016,"1 June, 2020"
2018,0,0,0,2,0,0,0,1,1,2,0,0,6,016,"1 June, 2020"
2019,0,1,0,1,1,1,2,1,0,2,0,1,10,016,"1 June, 2020"
2020,0,0,0,0,1,0,0,0,0,0,0,0,1,016,"1 June, 2020"
1991,16,10,18,15,13,6,8,7,25,18,22,14,172,017,"1 June, 2020"
1992,14,14,6,8,7,12,8,13,11,23,21,13,150,017,"1 June, 2020"
1993,20,12,15,16,6,12,9,9,7,19,14,14,153,017,"1 June, 2020"
1994,19,11,15,8,9,7,2,11,5,10,9,7,113,017,"1 June, 2020"
1995,13,5,15,7,4,15,10,8,8,12,17,22,136,017,"1 June, 2020"
1996,8,23,32,20,16,12,22,9,8,24,19,12,205,017,"1 June, 2020"
1997,7,9,8,8,16,10,10,4,7,12,7,11,109,017,"1 June, 2020"
1998,15,13,11,13,13,15,18,11,16,20,30,18,193,017,"1 June, 2020"
1999,29,28,53,54,50,15,16,8,13,11,23,19,319,017,"1 June, 2020"
2000,17,13,38,18,39,16,10,12,15,21,21,24,244,017,"1 June, 2020"
2001,21,29,35,24,27,23,19,15,7,14,11,19,244,017,"1 June, 2020"
2002,24,21,26,20,18,6,4,9,7,9,10,6,160,017,"1 June, 2020"
2003,3,19,26,10,13,6,8,10,10,10,6,7,128,017,"1 June, 2020"
2004,14,30,23,9,25,21,5,12,12,9,8,9,177,017,"1 June, 2020"
2005,13,15,12,17,11,8,10,7,8,7,14,7,129,017,"1 June, 2020"
2006,11,15,23,29,20,8,11,4,5,5,8,6,145,017,"1 June, 2020"
2007,5,27,19,13,8,7,4,2,4,4,9,6,108,017,"1 June, 2020"
2008,12,10,21,14,3,14,5,5,4,7,6,10,111,017,"1 June, 2020"
2009,16,33,18,13,25,7,7,3,5,4,4,6,141,017,"1 June, 2020"
2010,8,5,8,15,17,12,12,9,12,11,9,15,133,017,"1 June, 2020"
2011,53,37,33,22,17,11,10,4,5,3,10,9,214,017,"1 June, 2020"
2012,7,13,24,17,10,12,4,3,4,4,3,4,105,017,"1 June, 2020"
2013,1,7,6,13,9,9,10,4,5,10,3,8,85,017,"1 June, 2020"
2014,5,12,7,10,8,13,9,6,4,2,5,3,84,017,"1 June, 2020"
2015,10,7,7,3,9,5,8,7,1,4,4,7,72,017,"1 June, 2020"
2016,15,14,25,10,17,9,7,7,5,9,7,5,130,017,"1 June, 2020"
2017,22,22,16,11,9,12,13,11,7,2,11,10,146,017,"1 June, 2020"
2018,11,10,18,15,21,29,17,2,2,5,4,8,142,017,"1 June, 2020"
2019,5,7,15,8,11,10,3,4,6,3,5,8,85,017,"1 June, 2020"
2020,10,11,4,10,3,0,0,0,0,0,0,0,38,017,"1 June, 2020"
1991,6,6,2,5,1,4,4,4,8,8,3,2,53,018,"1 June, 2020"
1992,1,9,5,6,3,2,5,2,5,4,0,3,45,018,"1 June, 2020"
1993,5,7,4,2,4,4,6,1,4,5,2,5,49,018,"1 June, 2020"
1994,6,3,2,0,3,1,3,1,2,2,8,4,35,018,"1 June, 2020"
1995,7,12,8,4,3,1,2,1,4,2,4,4,52,018,"1 June, 2020"
1996,4,5,4,5,3,3,7,5,12,5,8,6,67,018,"1 June, 2020"
1997,13,6,11,7,7,2,6,4,4,5,3,6,74,018,"1 June, 2020"
1998,8,5,5,5,4,4,4,4,2,5,3,4,53,018,"1 June, 2020"
1999,5,6,3,3,5,4,3,3,15,8,2,6,63,018,"1 June, 2020"
2000,9,7,10,5,5,7,2,3,3,3,4,9,67,018,"1 June, 2020"
2001,8,12,2,2,4,5,2,7,6,4,4,8,64,018,"1 June, 2020"
2002,9,1,4,8,3,10,6,2,3,3,5,8,62,018,"1 June, 2020"
2003,7,9,5,9,3,7,6,2,4,7,3,7,69,018,"1 June, 2020"
2004,7,6,3,8,9,4,4,7,5,5,3,6,67,018,"1 June, 2020"
2005,3,6,4,6,5,3,3,3,3,7,8,3,54,018,"1 June, 2020"
2006,4,6,15,5,1,1,2,5,8,3,7,4,61,018,"1 June, 2020"
2007,5,6,5,4,2,2,3,3,4,5,9,2,50,018,"1 June, 2020"
2008,13,7,8,6,4,4,11,1,5,3,2,4,68,018,"1 June, 2020"
2009,10,8,11,4,7,8,10,5,8,9,8,4,92,018,"1 June, 2020"
2010,9,12,12,5,6,3,1,3,3,6,3,8,71,018,"1 June, 2020"
2011,4,6,9,5,9,5,3,7,0,7,3,12,70,018,"1 June, 2020"
2012,11,8,7,7,9,5,3,7,8,6,7,15,93,018,"1 June, 2020"
2013,14,9,6,10,4,3,2,5,8,4,5,6,76,018,"1 June, 2020"
2014,8,6,8,7,8,5,5,10,3,8,6,6,80,018,"1 June, 2020"
2015,6,4,6,9,5,4,2,4,8,6,9,7,70,018,"1 June, 2020"
2016,8,9,11,10,10,3,1,5,7,5,7,9,85,018,"1 June, 2020"
2017,5,13,4,5,6,10,3,4,6,6,5,4,71,018,"1 June, 2020"
2018,16,23,2,3,1,4,4,6,2,3,5,4,73,018,"1 June, 2020"
2019,8,7,2,4,2,4,2,7,5,5,4,2,52,018,"1 June, 2020"
2020,4,3,4,2,0,0,0,0,0,0,0,0,13,018,"1 June, 2020"
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,064,"1 June, 2020"
1991,86,89,44,71,75,77,78,67,50,65,54,55,811,020,"1 June, 2020"
1992,88,87,59,61,56,61,75,42,55,39,50,53,726,020,"1 June, 2020"
1993,67,93,75,58,43,52,59,63,49,37,38,43,677,020,"1 June, 2020"
1994,76,120,72,61,55,53,51,57,42,43,35,41,706,020,"1 June, 2020"
1995,64,91,49,56,53,46,49,52,37,41,41,29,608,020,"1 June, 2020"
1996,98,99,72,63,65,78,81,69,67,60,46,52,850,020,"1 June, 2020"
1997,119,101,53,70,69,59,69,49,39,36,31,49,744,020,"1 June, 2020"
1998,76,96,72,63,61,51,57,35,23,35,39,45,653,020,"1 June, 2020"
1999,66,86,66,49,49,40,89,52,59,47,50,62,715,020,"1 June, 2020"
2000,73,88,107,64,128,80,96,89,53,74,55,59,966,020,"1 June, 2020"
2001,98,78,63,52,60,56,58,60,40,49,54,46,714,020,"1 June, 2020"
2002,68,52,39,38,43,34,20,36,28,43,34,32,467,020,"1 June, 2020"
2003,68,52,54,42,40,74,40,42,41,46,52,31,582,020,"1 June, 2020"
2004,37,44,36,37,71,34,49,45,40,53,47,49,542,020,"1 June, 2020"
2005,64,114,166,58,64,45,56,65,41,47,42,50,812,020,"1 June, 2020"
2006,76,63,77,39,89,73,59,80,65,49,45,56,771,020,"1 June, 2020"
2007,52,50,53,58,46,56,38,39,37,57,49,30,565,020,"1 June, 2020"
2008,40,50,31,35,49,46,60,54,39,40,41,42,527,020,"1 June, 2020"
2009,56,46,22,29,51,55,57,59,35,32,37,25,504,020,"1 June, 2020"
2010,39,39,19,25,35,34,40,43,27,32,35,36,404,020,"1 June, 2020"
2011,56,27,36,34,35,23,33,34,29,39,32,41,419,020,"1 June, 2020"
2012,30,29,17,22,22,29,43,29,27,35,34,27,344,020,"1 June, 2020"
2013,55,57,27,23,34,31,43,35,30,26,35,27,423,020,"1 June, 2020"
2014,34,35,24,20,27,38,35,23,26,22,19,22,325,020,"1 June, 2020"
2015,25,25,15,17,14,16,16,23,23,18,20,22,234,020,"1 June, 2020"
2016,28,22,20,19,32,23,36,29,20,19,34,23,305,020,"1 June, 2020"
2017,47,40,35,25,23,26,32,32,32,26,21,25,364,020,"1 June, 2020"
2018,43,30,25,30,20,28,48,39,36,30,40,39,408,020,"1 June, 2020"
2019,35,31,28,27,28,26,40,41,27,36,34,26,379,020,"1 June, 2020"
2020,35,35,20,14,4,0,0,0,0,0,0,0,108,020,"1 June, 2020"
1991,99,134,165,98,74,86,101,121,104,169,188,140,1479,021,"1 June, 2020"
1992,95,84,76,49,78,62,62,83,130,198,318,202,1437,021,"1 June, 2020"
1993,146,119,72,97,166,260,421,399,647,739,1008,606,4680,021,"1 June, 2020"
1994,330,243,270,159,291,440,367,538,581,577,531,467,4794,021,"1 June, 2020"
1995,204,120,135,74,97,84,60,84,76,106,81,61,1182,021,"1 June, 2020"
1996,46,37,47,32,28,28,30,50,47,60,45,28,478,021,"1 June, 2020"
1997,40,42,32,31,57,80,61,55,106,130,126,71,831,021,"1 June, 2020"
1998,32,33,30,21,25,22,29,33,17,17,17,9,285,021,"1 June, 2020"
1999,7,28,59,26,16,13,15,11,15,42,5,4,241,021,"1 June, 2020"
2000,9,14,8,17,7,9,9,4,6,11,8,6,108,021,"1 June, 2020"
2001,9,53,10,3,2,7,4,4,4,5,17,13,131,021,"1 June, 2020"
2002,4,0,1,2,2,2,7,10,0,1,1,1,31,021,"1 June, 2020"
2003,2,9,11,10,12,6,7,3,15,15,0,2,92,021,"1 June, 2020"
2004,2,0,8,2,2,2,4,3,4,1,13,3,44,021,"1 June, 2020"
2005,1,3,1,2,0,0,1,0,0,1,1,0,10,021,"1 June, 2020"
2006,1,1,15,58,28,9,1,1,0,7,3,0,124,021,"1 June, 2020"
2007,0,3,1,2,1,0,2,2,0,0,0,1,12,021,"1 June, 2020"
2008,7,15,11,8,14,4,4,0,1,1,0,0,65,021,"1 June, 2020"
2009,23,27,28,4,4,1,2,1,5,5,4,0,104,021,"1 June, 2020"
2010,1,11,2,4,5,7,4,17,9,3,2,5,70,021,"1 June, 2020"
2011,21,29,29,16,9,6,12,16,6,5,31,14,194,021,"1 June, 2020"
2012,3,2,4,10,9,12,26,42,61,21,6,3,199,021,"1 June, 2020"
2013,3,5,2,3,7,7,4,21,19,44,26,17,158,021,"1 June, 2020"
2014,78,61,36,14,23,34,32,22,3,17,5,14,339,021,"1 June, 2020"
2015,10,6,11,9,5,5,3,7,9,0,4,5,74,021,"1 June, 2020"
2016,6,15,16,10,5,4,6,1,7,7,6,16,99,021,"1 June, 2020"
2017,9,7,25,7,4,0,2,4,14,7,0,2,81,021,"1 June, 2020"
2018,3,2,30,10,4,2,6,20,4,3,7,12,103,021,"1 June, 2020"
2019,25,20,45,23,14,3,19,15,29,47,28,17,285,021,"1 June, 2020"
2020,21,4,0,0,0,0,0,0,0,0,0,0,25,021,"1 June, 2020"
1991,42,19,24,25,20,29,32,33,40,35,36,18,353,022,"1 June, 2020"
1992,14,14,13,18,15,16,36,30,24,31,19,17,247,022,"1 June, 2020"
1993,19,15,7,21,21,21,39,45,56,35,38,26,343,022,"1 June, 2020"
1994,26,12,16,17,17,38,39,55,24,36,26,26,332,022,"1 June, 2020"
1995,18,19,18,19,26,33,36,51,32,36,28,21,337,022,"1 June, 2020"
1996,17,18,13,21,18,32,67,40,46,44,25,38,379,022,"1 June, 2020"
1997,27,18,19,41,30,49,61,63,54,58,37,40,497,022,"1 June, 2020"
1998,18,21,14,26,33,54,67,77,57,50,25,34,476,022,"1 June, 2020"
1999,39,17,36,33,42,49,68,82,74,56,42,46,584,022,"1 June, 2020"
2000,47,22,26,37,37,61,58,82,85,57,59,51,622,022,"1 June, 2020"
2001,47,40,49,40,44,68,67,92,79,57,63,34,680,022,"1 June, 2020"
2002,39,39,35,47,55,68,85,92,70,41,54,58,683,022,"1 June, 2020"
2003,36,21,31,33,34,37,54,82,73,54,50,45,550,022,"1 June, 2020"
2004,35,31,28,32,34,51,53,34,29,40,21,17,405,022,"1 June, 2020"
2005,23,21,29,30,21,23,54,47,37,34,28,42,389,022,"1 June, 2020"
2006,22,24,28,22,19,26,31,40,36,23,17,22,310,022,"1 June, 2020"
2007,18,8,19,21,12,26,39,49,34,33,19,24,302,022,"1 June, 2020"
2008,12,15,14,19,20,24,38,37,41,24,17,24,285,022,"1 June, 2020"
2009,25,7,15,18,18,25,40,28,19,27,22,12,256,022,"1 June, 2020"
2010,22,7,15,13,18,25,22,26,23,26,14,15,226,022,"1 June, 2020"
2011,29,13,16,16,22,19,27,24,26,18,19,12,241,022,"1 June, 2020"
2012,18,5,10,21,18,27,33,27,23,17,6,18,223,022,"1 June, 2020"
2013,13,9,17,9,8,10,11,23,13,13,17,4,147,022,"1 June, 2020"
2014,7,9,9,14,11,16,16,14,26,16,16,13,167,022,"1 June, 2020"
2015,8,6,13,15,19,13,18,28,21,21,13,6,181,022,"1 June, 2020"
2016,22,9,14,14,16,16,19,34,26,37,20,25,252,022,"1 June, 2020"
2017,28,21,23,22,17,26,33,40,67,52,28,23,380,022,"1 June, 2020"
2018,22,13,17,17,16,23,30,33,31,26,26,27,281,022,"1 June, 2020"
2019,15,10,12,11,19,22,24,31,23,15,14,10,206,022,"1 June, 2020"
2020,12,13,6,6,4,0,0,0,0,0,0,0,41,022,"1 June, 2020"
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,079,"1 June, 2020"
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,079,"1 June, 2020"
